,Age,Education Level,Race,Gender,householdSize,maritalStatus,Region,kidsInHH,employmentStatus,Hispanic,White,Black,nativeAmerican,asainIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,otherAsainEthnicity,Hawaiian,Guamanian,Samoan,otherPacificIslander,someOtherRace,politicalParty,Religion,Married,LGBTQ+,romanticPartner,partnersGender,sameGenderAsPartner,partnerHispanic,partnersRace,partnerChristian,partnersReligion,partnersAge,partnersEducationLevel,partnersPoliticalParty,livingWithPartner,ageMetPartner,ageRelationshipStarted,ageLivingTogether,ageMarried,relationshipLength,whoEarnsMore,sameHighSchool,sameCollege,sameHometown,parentsApprove,metAtWork,metAtSchool,metAtChurch,metViaInternetService,metOnVacation,metAtBar,metAtClubActivity,metAtParty,metOther,usedInternetSevice,familyIntroduced,friendsIntroduced,coworkersIntroduced,classmateIntroduced,neighborsIntroduced,selfIntroduced,otherIntroduced,qualityOfRelationship,metOnline,metAsCoworkers,metThroughFriends,metThroughFamily,metThroughSigOther,metThroughNeighbor,metCollege,metMilitary,metChurch,metVoluntaryOrg,metAsCustomer,metInternetDating,metNetworking,metGaming,metInternetChat,metInternetCommunity,metInternetOther,metInPublic,metBlindDate,metAtSinglesServiceNonInternet,metOnBusiness,metAsWorkNeighbors,typeOfInternetMeeting,sameSexCouple,ageDifference,metThroughFriends,metThroughFamily,metAsNeighbors,metThroughCoworkers,partnersRace,partnersRegion,stillMarriedToPartner,livingWithPartner,howDidMarriageEnd,stillInRelationship,livingTogether,howDidRelationshipEnd,relationshipStatus
407,59,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,2,married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,male,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",61.0,"some college, no degree",independent,yes,16.0,17.0,20.0,20.0,,partner earned more,same high school,,yes,approve,no,no,no,no,no,no,no,yes,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,2.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",northeast,,,,,,,
408,44,masters degree,"white, non-hispanic",male,1,never married,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,Never married
409,32,"some college, no degree","white, non-hispanic",female,2,living with partner,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",30.0,"some college, no degree",democrat,yes,26.0,26.0,26.0,,,i earned more,different high school,did not attend same college or university,no,approve,no,no,no,yes,no,no,no,no,no,"yes, a different kind of internet service",no,no,no,no,no,yes,no,excellent,met online,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,same-sex couple,2.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,,,,yes,yes,,Living with partner
410,56,bachelors degree,"white, non-hispanic",female,2,living with partner,northeast,0,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,catholic,"yes, i am married",,,female,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",60.0,bachelor's degree,democrat,yes,39.0,39.0,40.0,,,partner earned more,different high school,did not attend same college or university,no,approve,no,no,no,no,no,no,yes,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,4.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,,,,,,,,,
411,29,"some college, no degree","white, non-hispanic",female,4,married,northeast,2,not working - other,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,male,,no (not latino or hispanic),white,no,catholic,28.0,hs graduate or ged,democrat,yes,19.0,19.0,21.0,21.0,,partner earned more,different high school,,no,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",northeast,yes,yes,,,,,Married
412,32,"some college, no degree","white, non-hispanic",male,1,never married,northeast,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,buddhist,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,Never married
413,44,bachelors degree,"white, non-hispanic",male,2,living with partner,west,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,eastern orthodox,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,none,45.0,associate degree,democrat,yes,29.0,29.0,30.0,,,partner earned more,different high school,did not attend same college or university,no,neither approve nor disapprove,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,1.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",west,,,,yes,yes,,Living with partner
414,36,"some college, no degree","white, non-hispanic",male,5,married,south,2,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,none,"yes, i am married",,,female,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,catholic,33.0,"some college, no degree",republican,yes,17.0,17.0,22.0,22.0,,i earned more,same high school,did not attend same college or university,yes,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
415,45,bachelors degree,"white, non-hispanic",male,2,living with partner,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple",no (not latino or hispanic),white,yes,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",28.0,bachelor's degree,democrat,yes,33.0,33.0,34.0,,,i earned more,different high school,did not attend same college or university,no,approve,no,no,no,no,no,no,no,no,yes,"yes, a different kind of internet service",no,no,no,no,no,yes,no,excellent,met online,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,same-sex couple,17.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,,,,no,,we broke up,Never married
416,60,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,2,married,northeast,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,male,,no (not latino or hispanic),white,yes,catholic,60.0,bachelor's degree,republican,yes,45.0,45.0,46.0,46.0,,partner earned more,different high school,,no,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",northeast,yes,yes,,,,,
417,69,"some college, no degree","white, non-hispanic",male,1,widowed,west,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",west,,,,,,,Widowed
418,62,masters degree,"white, non-hispanic",male,2,married,west,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,jewish,"yes, i am married",,,female,,no (not latino or hispanic),asian or pacific islander,no,catholic,67.0,professional or doctorate degree,democrat,yes,31.0,31.0,32.0,32.0,,i earned more,different high school,did not attend same college or university,no,,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,no,no,good,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,5.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",west,yes,yes,,,,,Married
419,50,11th grade,"black, non-hispanic",female,1,never married,south,0,working - as a paid employee,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hispanic,south,,,,,,,Never married
420,51,12th grade no diploma,"white, non-hispanic",male,2,married,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"yes, i am married",,,female,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",48.0,hs graduate or ged,democrat,yes,15.0,15.0,19.0,19.0,,partner earned more,same high school,,yes,,no,no,no,no,no,no,no,yes,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,not met through friends,not met through family,met through or as neighbors,0.0,"white, non-hispanic",midwest,yes,yes,,,,,
421,60,12th grade no diploma,"white, non-hispanic",female,1,divorced,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,Divorced
422,71,high school graduate - high school diploma or the equivalent (ged),hispanic,female,2,widowed,west,0,working - as a paid employee,"yes, mexican, mexican-american, chicano",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hispanic,west,,,,,,,Widowed
423,38,masters degree,"white, non-hispanic",male,2,living with partner,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,none,30.0,bachelor's degree,democrat,yes,31.0,31.0,36.0,,,i earned more,different high school,did not attend same college or university,no,do not know,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,8.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",northeast,,,,yes,yes,,Never married
424,85,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,1,widowed,northeast,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),white,yes,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",85.0,bachelor's degree,republican,no,16.0,79.0,,,,partner earned more,same high school,,refused,,no,yes,no,no,no,no,yes,no,no,"no, we did not meet through the internet",no,no,no,yes,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",northeast,,,,,,,
425,56,bachelors degree,"white, non-hispanic",female,1,divorced,west,0,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",west,,,,,,,Divorced
426,22,"some college, no degree","black, non-hispanic",female,3,never married,south,0,working - as a paid employee,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"no, we are an opposite-sex couple",no (not latino or hispanic),black or african american,no,baptist - any denomination,35.0,hs graduate or ged,democrat,no,19.0,21.0,,,7 months - 1 year,we earned about the same amount,different high school,,no,neither approve nor disapprove,no,no,no,no,no,no,no,yes,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,13.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",south,,,,no,,we broke up,Separated
427,39,"some college, no degree","white, non-hispanic",male,4,married,west,2,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,none,36.0,associate degree,republican,yes,20.0,20.0,22.0,23.0,,i earned more,same high school,did not attend same college or university,no,approve,no,no,no,no,no,no,no,yes,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,meet through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",west,yes,no,,,,,Separated
428,26,bachelors degree,"white, non-hispanic",female,2,married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"yes, i am married",,,male,,no (not latino or hispanic),white,no,none,26.0,master's degree,republican,yes,10.0,18.0,24.0,24.0,,i earned more,same high school,attended same college or university,yes,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,yes,no,no,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
429,42,12th grade no diploma,"white, non-hispanic",female,2,living with partner,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"yes, i am married",,,male,,no (not latino or hispanic),white,no,none,46.0,12th grade no diploma,no preference,yes,39.0,39.0,39.0,40.0,3 years or more,partner earned more,different high school,,no,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,4.0,meet through friends,met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,yes,yes,,,,,Living with partner
430,43,bachelors degree,hispanic,male,4,married,south,3,working - self-employed,"yes, cuban",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,,"yes, mexican, mexican american, chicano",white,no,pentecostal,30.0,bachelor's degree,republican,no,33.0,34.0,,,,i earned more,different high school,did not attend same college or university,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,yes,no,excellent,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,13.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,hispanic,south,,,,no,,we broke up,Married
431,81,professional or doctorate degree,"white, non-hispanic",female,1,widowed,midwest,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,
432,36,associate degree,"other, non-hispanic",female,1,never married,south,0,working - as a paid employee,"no, i am not",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,democrat,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"other, non-hispanic",south,,,,,,,
